Druid,SourceID,Accession_number,Title,Location,Map_number,Extent,Dimensions,Form,Abstract,Place,Place_authorityURI,Place_URI,DateCreated,DateCreated_end,Date_qualifier,Genre,Genre_authority,Genre_URI,purls,Auth. done,Name1,INITIALS/STATUS,Name 1 notes,Name1_type,Name1_authority,Name1_URI,Role1,Role1_authority,Role1_URI,Name2,INITIALS/STATUS,Name2 notes,Name2_type,Name2_authority,Name2_URI,Role2,Role2_authority,Role2_URI,Name3,Name3 notes,Name3_type,Name3_authority,Name3_URI,Role3,Role3_authority,Role3_URI,Subject_Name3,INITIALS/STATUS,Name3 notes,Subject_Name3_type,Subject_Name3_authority,Subject_Name3_URI,Subject_Name4,INITIALS/STATUS,Subject_Name4_type,Subject_Name4_authority,Subject_Name4_URI,Subject_Name5,INITIALS/STATUS,Subject_Name5_type,Subject_Name5_authority,Subject_Name5_URI,Subject_Name6,INITIALS/STATUS,Subject_Name6_type,Subject_Name6_authority,Subject_Name6_URI,Subject_Name7,INITIALS/STATUS,Name7 notes,Subject_Name7_type,Subject_Name7_authority,Subject_Name7_URI,Subject_Name8,INITIALS/STATUS,Name8 notes,Subject_Name8_type,Subject_Name8_authority,Subject_Name8_URI,Topic1,Topic2,Topic3,Topic4,Series,Location_topic,Location_topic_tag,Location_topic_authority,Location_topic_URI,Location_topic2,Location_topic2_tag,Location_topic2_authority,Location_topic2_URI,Location_topic3,Location_topic3_tag,Location_topic3_authority,Location_topic3_URI,Location_topic4,Location_topic4_tag,Location_topic4_authority,Location_topic4_URI,Geographic1,,Geographic1_authority,Geographic1_URI,Geographic1_coordinates,west_bc,south_bc,east_bc,north_bc,Geographic2,Geographic2_authority,Geographic2_URI,Geographic3,,Geographic3_authority,Geographic3_URI,Geographic4,,Geographic4_authority,Geographic4_URI,Geographic5,,Geographic5_authority,Geographic5_URI,Geographic6,Geographic6_authority,Geographic6_URI,Geographic7,Geographic7_authority,Geographic7_URI,Geographic8,Geographic8_authority,Geographic8_URI,Geographic9,Geographic9_authority,Geographic9_URI,Geographic10,Geographic10_authority,Geographic10_URI,Geographic11,Geographic11_authority,Geographic11_URI,Geographic12,Geographic12_authority,Geographic12_URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc136ch4281,sc1049_mv028,,Map showing properties of the L.S.J.U. and Spring Valley Water Works (abridged title),Box D1,MV028,,,blueprint,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1905,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/wc136ch4281,yes,"Barker, Curtis M.",jkd/ 5/11/15,http://archives.pahistory.org/cdm4/item_viewer.php?CISOROOT=/PAHA&CISOPTR=4999&CISOBOX=1&REC=1,personal,naf,http://id.loc.gov/authorities/names/no2015062597,Surveyor,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,,,,,"(W 122°12'13""--W 122°09'00""/N 37°29'13""--N 37°24'54"")",-122.203826,37.415133,-122.15023,37.486955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nn847rz3203,sc1049_mv029,,"Plat of Cedro Cottage and grounds, at L.S.J.U.",Box D1,MV029,,,blueprint,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1906,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/nn847rz3203,yes,"Utschig, W. G.","krt, 4/22/2015",,personal,naf,http://id.loc.gov/authorities/names/no2015053485,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Faculty housing--Maps,,,,Properties of Stanford University Map Volume,"Cedro Cottage (Stanford, Calif.)",110,local,,,,,,,,,,,,,,,  ,,,"(W 122°12'52""--W 122°10'24""/N 37°26'40""--N 37°24'22"")",-122.214466,37.406339,-122.173336,37.444491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rs234qw0242,sc1049_mv030,,"[Mayfield and Santa Cruz Roads, Menlo and Santa Cruz Avenues--street and tract map]",Box A2,MV030,,,"fragment, printed ?",,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/rs234qw0242,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University Roads--Maps,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Menlo Park (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81024722,"(W 122°11'54""--W 122°10'56""/N 37°27'15""--N 37°25'28"")",-122.198557,37.424472,-122.182346,37.454444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hs162hc7874,sc1049_mv031,,"Map showing a portion of the lands of L.S.J.U. and the Stanford Estate in Tehama and Butte Counties, California, outside of grant",Box D1,MV031,,,blueprint,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/hs162hc7874,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°09'00""--W 121°04'00""/N 40°52'00""--N 39°17'00"")",-123.1571,39.2957,-121.0767,40.8787,,,,Butte County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n00112745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qd338xv3706,sc1049_mv032,,"Map showing a portion of the lands of L.S.J.U. and the Stanford Estate in Tehama and Butte Couties, California, outside of grant",Box D1,MV032,,,blueprint,Same as MV031 but with certain sections colored red,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/qd338xv3706,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°09'00""--W 121°04'00""/N 40°52'00""--N 39°17'00"")",-123.1571,39.2957,-121.0767,40.8787,,,,Butte County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n00112745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bj941fn7369,sc1049_mv033,,"Map showing the lands of J.S. Copeland, Tehama County, California",Box B2,MV033,,13.25 x 20.5 in.,ink & watercolor on paper,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/bj941fn7369,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Copeland, J. S.",hgl 3/27/2015,"https://books.google.com/books?id=qDlEAQAAMAAJ&pg=PA191&lpg=PA191&dq=Copeland,+J.+S.+tehama&source=bl&ots=J0cxHzmqx1&sig=XBmWdJt2sNrO2kJsQdu3SSFNags&hl=en&sa=X&ei=LNLdVKiHJZDXoASOuIKABA&ved=0CCsQ6AEwAg#v=onepage&q=Copeland%2C%20J.%20S.%20tehama&f=false",personal,naf,http://id.loc.gov/authorities/names/no2015056586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°03'00""--W 121°20'00""/N 40°27'00""--N 39°47'00"")",-123.066,39.7975,-121.3423,40.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb364dg5047,sc1049_mv034,,"Map of the Copeland Ranch, Tehama County, California--property belonging to the estate of Leland Stanford",Box C3,MV034,,,ink on paper,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/rb364dg5047,yes,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"rjr. Map of Copeland Ranch. Better as geographic subject? Yes, 7/20/15",No match found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°03'00""--W 121°20'00""/N 40°27'00""--N 39°47'00"")",-123.066,39.7975,-121.3423,40.4531,"Copeland Ranch (Tehama County, Calif.)",local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qw427sp6599,sc1049_mv035,,"The Copeland and Shafer Ranches, Tehama County, California (abridged  title) [one page from brochure “Estate of Leland Stanford, Deceased, unusual offering of Ranch Property”]",Box A2,MV035,,,printed,has tears and missing pieces,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/qw427sp6599,yes,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"rjr. Map of Copeland Ranch. Better as geographic subject? Yes, 7/20/15",No match found,,,, ,rjr. Shafer Ranch to geo subj. 7/20/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°03'00""--W 121°20'00""/N 40°27'00""--N 39°47'00"")",-123.066,39.7975,-121.3423,40.4531,"Copeland Ranch (Tehama County, Calif.)",local,,"Shafer Ranch (Tehama County, Calif.)",,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bn575ky4093,sc1049_mv036,,"The Copeland and Shafer Ranches, Tehama County, California (abridged for title) [one page from brochure “Estate of Leland Stanford, Deceased, unusual offering of Ranch Property”]",Box A2,MV036,,,,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/bn575ky4093,yes,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"rjr. Surname only on map. Owner of parcel of land? Yes, 7/20/15",No match found,,,, ,rjr. Shafer Ranch to geo subj. 7/20/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°03'00""--W 121°20'00""/N 40°27'00""--N 39°47'00"")",-123.066,39.7975,-121.3423,40.4531,"Copeland Ranch (Tehama County, Calif.)",local,,"Shafer Ranch (Tehama County, Calif.)",,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ft230zq8963,sc1049_mv037,,"Portion of the Gerke Grant [along Deer Creek, near Vina Ranch]",Box B2,MV037,,13.75 x 19 in.,ink & watercolor on paper,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/ft230zq8963,yes,,,,,,,,,,,,,,,,,,,,,,,,,,, ,rjr. Surname (Oschner) only on map. Owner of parcel of land? To geo subj. 7/20/15,No match found,,,, ,rjr. Surname (Bray) only on map. Owner of parcel of land? To geo subj. 7/20/15,,,, ,rjr. Surname (Krehn) only on map. Owner of parcel of land? To geo subj. 7/20/15,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,,, ,,"(W 122°03'34""--W 122°03'24""/N 39°56'00""--N 39°55'50"")",-122.059468,39.93082202,-122.05677,39.93351998,Bray Tract (Calif.),local,,Krehn Tract (Calif.),,local,,Oscher Tract (Calif.),,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yj793dn6267,sc1049_mv038,,"Copeland Ranch, Tehama County, California [showing various orchards]",Box D1,MV038,,,ink on paper,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/yj793dn6267,yes,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"rjr. Surname only on map. Owner of parcel of land? Yes, 7/20/15",No match found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°03'00""--W 121°20'00""/N 40°27'00""--N 39°47'00"")",-123.066,39.7975,-121.3423,40.4531,"Copeland Ranch (Tehama County, Calif.)",local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gw838qh5346,sc1049_mv039,,"[Deer Creek and irrigation ditches shows Stanford Properties, Tehama Co., California]",Map case Na5,MV039,,,,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/gw838qh5346,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Tehama County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81042993,"(W 123°03'00""--W 121°20'00""/N 40°27'00""--N 39°47'00"")",-123.066,39.7975,-121.3423,40.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mx656zn1579,sc1049_mv040,,"Stanford Durham Ranch, Dam across Butte Creek; architectural plans and details.",Map case Na5,MV040,,,,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1914,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/mx656zn1579,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,"Durham Ranch (Butte County, Calif.)",,local,,"(W 121°54'35""--W 121°41'19""/N 39°42'47""--N 39°32'14"")",-121.909901,39.537425,-121.688703,39.713333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts939vx5031,sc1049_mv042,,"Map of part of Esquon Rancho [Butte Co., California]",Box D1,MV042,,,pencil and ink on paper,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/ts939vx5031,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Esquon Rancho (Calif.),,local,,"(W 122°04'00""--W 121°04'00""/N 40°09'00""--N 39°17'00"")",-122.0694,39.2957,-121.0767,40.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sf513ys6470,sc1049_mv043,,"Gridley Ranch, Butte Co., California [Rancho Esquon and L.S.J.U. properties]",Box A2,MV043,,,blueprint,"red ink overlay of RR, creeks, roads, power line and other markings; and notes on reverse",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/sf513ys6470,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,"Gridley Ranch (Butte County, Calif.)",,local,,"(W 122°04'00""--W 121°04'00""/N 40°09'00""--N 39°17'00"")",-122.0694,39.2957,-121.0767,40.152,,,,Esquon Rancho (Calif.),,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ng907fy9290,sc1049_mv044,,"Gridley Ranch, Butte Co., California [Rancho Esquon and L.S.J.U. properties]",Box A2,MV044,,,blueprint,"same map as MV043, no markings or notes",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/ng907fy9290,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,"Gridley Ranch (Butte County, Calif.)",,local,,"(W 122°04'00""--W 121°04'00""/N 40°09'00""--N 39°17'00"")",-122.0694,39.2957,-121.0767,40.152,,,,Esquon Rancho (Calif.),,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr454qg4106,sc1049_mv045,,"[List of properties in Lassen County belonging to Jane Stanford, with related documents]",Box D1,MV045,,,,probably referring to MV046,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1899,1903,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/pr454qg4106,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Lassen County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81048163,"(W 121°19'00""--W 119°59'00""/N 41°11'00""--N 39°42'00"")",-121.3323,39.7077,-119.9956,41.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ws874qt3168,sc1049_mv046,,"Sheep Range, Lassen County, California; with related document",Box D1,MV046,,,ink on paper,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1918,1919,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/ws874qt3168,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Lassen County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81048163,"(W 121°19'00""--W 119°59'00""/N 41°11'00""--N 39°42'00"")",-121.3323,39.7077,-119.9956,41.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vt086vx5107,sc1049_mv048,,"[Lassen County, California:Townships, Ranges]",Box B2,MV048,,13 x 16.5 in.,blueprint,Copy of MV094,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/vt086vx5107,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Lassen County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81048163,"(W 121°19'00""--W 119°59'00""/N 41°11'00""--N 39°42'00"")",-121.3323,39.7077,-119.9956,41.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vm454kk2187,sc1049_mv049,,"[Lassen County, California:Townships, Ranges; includes L.S.J.U. properties] (in red pencil: Stanford University 1910 3-15)",Box B2,MV049,,13.5 x 17 in,blueprint,Copy of MV094,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1910,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/vm454kk2187,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Lassen County (Calif.),,lcsh,http://id.loc.gov/authorities/names/n81048163,"(W 121°19'00""--W 119°59'00""/N 41°11'00""--N 39°42'00"")",-121.3323,39.7077,-119.9956,41.1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hf679mh9818,sc1049_mv050,,[Alameda Marsh Land Tract showing Stanford properties],Box A2,MV050,,,,"Stamped with “Davidson & Leigh 1465 Market St., S.F.”",Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1907,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/hf679mh9818,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Alameda (Calif.),,lcsh,http://id.loc.gov/authorities/names/n79068414,"(W 122°19'54""--W 122°13'28""/N 37°47'49""--N 37°43'07"")",-122.331929,37.71863,-122.224674,37.797189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mm402df1401,sc1049_mv051,,Map of Oakland Harbor. With notes re Stanford Properties.,Box D1,MV051,,,printed,Same map as MV052 but with different notes.,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1897,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/mm402df1401,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Oakland (Calif.),,lcsh,http://id.loc.gov/authorities/names/n50065417,"(W 122°23'51""--W 122°13'30""/N 37°48'41""--N 37°41'57"")",-122.397703,37.699175,-122.225061,37.811537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jd338vj2728,sc1049_mv052,,Map of Oakland Harbor. With notes re Stanford Properties.,Box D1,MV052,,,,Same map as MV051 but with different notes.,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1897,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/jd338vj2728,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Oakland (Calif.),,lcsh,http://id.loc.gov/authorities/names/n50065417,"(W 122°23'51""--W 122°13'30""/N 37°48'41""--N 37°41'57"")",-122.397703,37.699175,-122.225061,37.811537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yg178vg0831,sc1049_mv053,,[Oakland Harbor and Alameda showing Stanford Properties],Box A2,MV053,,,pencil & ink on paper,,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1897,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/yg178vg0831,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,Oakland (Calif.),,lcsh,http://id.loc.gov/authorities/names/n50065417,"(W 122°23'51""--W 122°13'30""/N 37°48'41""--N 37°41'57"")",-122.397703,37.699175,-122.225061,37.811537,,,,Alameda (Calif.),,lcsh,http://id.loc.gov/authorities/names/n79068414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ng418wb9521,sc1049_mv054,,"(Sanborn map portion of section 31 - near Livermore, CA)",Box C3,MV054,,,printed,Note in ink: “Sold to D. Mannix per deed dated Dec 17th 1909 - 340.45 acres”,Stanford (Calif.),http://id.loc.gov/authorities/names,http://id.loc.gov/authorities/names/n50046557,1909,,,Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,http://purl.stanford.edu/ng418wb9521,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Properties of Stanford University Map Volume,,,,,,,,,,,,,,,,,,,,,"(W 121°50'54""--W 121°41'48""/N 37°43'56""--N 37°37'40"")",-121.84839,37.628038,-121.696786,37.732328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
